nomes;idade;cidade;estado;cpf;cnpj;cpfStatus;cnpjStatus
DEBORAH rodriguez;59;ABARA;BA;99384038830;10675589640598;True;True
BETTY turner;73;ABAIARA;CE;41469290243;74367686813883;True;True
KIM shepard;22;Braslia;DF;75111380396;87151558948001;True;True
CHARLENE fuentes;56;AFONSOCLUDIO;ES;33432869746;71380348169439;True;True
LAURA bell;66;ABADIADEGOIS;GO;96295676448;42794740544960;True;True
BRENDA jones;46;AAILNDIA;MA;96878092647;91216761715652;True;True
LINDA larsen;49;ABADIADOSDOURADOS;MG;39949168104;21354177589798;True;True
ANGELA zimmerman;72;GUACLARA;MS;11414306229;95442804690072;True;True
RACHEL bishop;82;ACORIZAL;MT;88527273535;38781722664522;True;True
LINDSEY thomas;82;ABAETETUBA;PA;73429577985;76227337382700;True;True
STEFANIE ford;70;GUABRANCA;PB;97739300764;54138069840529;True;True
KATHERINE mckee;42;ABREUELIMA;PE;82421998336;32784822234785;True;True
KRISTEN gonzalez;60;ACAU;PI;38032398856;84295781169922;True;True
HANNAH smith;88;ABATI;PR;07178301449;78546842417716;True;True
MARY wells;33;ANGRADOSREIS;RJ;66248266654;62812156625736;True;True
SAMANTHA beard;75;ACARI;RN;44081212074;13983113073918;True;True
JACQUELINE nelson;25;ALTAFLORESTADOESTE;RO;12573051072;52030914087032;True;True
CHRISTINE simmons;32;AMAJARI;RR;34716724190;30584590152129;True;True
MARGARET vasquez;60;ACEGU;RS;71474409946;27510673454092;True;True
CYNTHIA barker;64;ABDONBATISTA;SC;78432270326;77800249828155;True;True
CYNTHIA webb;73;AMPARODESOFRANCISCO;SE;84868035517;86672672153666;True;True
DANA myers;59;ADAMANTINA;SP;45521023380;18787895024649;True;True
DEANNA chang;39;ABREULNDIA;TO;03870329670;39110779239942;True;True
TANYA cole;48;ACRELNDIA;AC;65635077196;19435498503307;True;True
ALEJANDRA madden;87;GUABRANCA;AL;07798023062;94713494555156;True;True
TRACY perkins;61;ALVARES;AM;03936751498;30168826959945;True;True
TRACY humphrey;76;SERRADONAVIO;AP;25672701671;21603075521536;True;True
ALEXIS logan;24;ABARA;BA;58837143150;68949906169853;True;True
CASEY burnett;70;ABAIARA;CE;23503147586;58090221854470;True;True
LINDA barrera;83;Braslia;DF;87836973492;09442284674966;True;True
JULIE eaton;32;AFONSOCLUDIO;ES;13585641326;95755104038519;True;True
DARLENE wright;29;ABADIADEGOIS;GO;24215560748;01035643058050;True;True
MICHELLE miller;87;AAILNDIA;MA;08165883178;01372752761856;True;True
CHERYL kemp;75;ABADIADOSDOURADOS;MG;48601576648;79255389948013;True;True
KRISTEN brewer;64;GUACLARA;MS;25073637623;15143406737268;True;True
CHRISTINA price;49;ACORIZAL;MT;76797605946;81309490371609;True;True
REBECCA guerrero;18;ABAETETUBA;PA;54881390791;06034911274836;True;True
JILL berg;84;GUABRANCA;PB;92800771208;94489661726975;True;True
LAUREN tate;29;ABREUELIMA;PE;19379708920;97276408508347;True;True
BRITTANY ruiz;67;ACAU;PI;83066573494;20142992967938;True;True
KATHERINE cole;81;ABATI;PR;08531629136;31995727322381;True;True
JILL mccann;89;ANGRADOSREIS;RJ;80942108779;32878317883501;True;True
BRIANNA wells;49;ACARI;RN;42830426258;18340095404240;True;True
CRYSTAL soto;64;ALTAFLORESTADOESTE;RO;86457600107;40927860258448;True;True
BARBARA lopez;76;AMAJARI;RR;49394945601;35920061936092;True;True
MELINDA wood;39;ACEGU;RS;36413851058;64741714202356;True;True
FELICIA ellis;23;ABDONBATISTA;SC;36501298253;99655449184884;True;True
LISA smith;18;AMPARODESOFRANCISCO;SE;15562466848;27768005852200;True;True
CHRISTINE lane;68;ADAMANTINA;SP;38729582911;11225697702225;True;True
MICHELLE phillips;80;ABREULNDIA;TO;47922727003;97676954176003;True;True
NATASHA jones;36;ACRELNDIA;AC;77741895729;91440902688384;True;True
GLORIA baker;73;GUABRANCA;AL;31258881586;45880948725197;True;True
STEPHANIE lopez;63;ALVARES;AM;09808971652;06558552584092;True;True
MONICA williams;56;SERRADONAVIO;AP;65076270623;45704137752612;True;True
COURTNEY robles;36;ABARA;BA;85273593166;53170077759202;True;True
TIFFANY simon;74;ABAIARA;CE;01149132183;11675363678794;True;True
JENNIFER ramirez;77;Braslia;DF;80890536104;26140497838491;True;True
LESLIE martinez;74;AFONSOCLUDIO;ES;69043628980;36113406825232;True;True
SARAH morgan;31;ABADIADEGOIS;GO;54339478318;96815096294275;True;True
CARRIE johnson;84;AAILNDIA;MA;36739498962;52198293835153;True;True
TAMMY ramos;83;ABADIADOSDOURADOS;MG;97752468223;24319035416417;True;True
JILL nichols;25;GUACLARA;MS;37985982310;73499025329360;True;True
HANNAH martin;24;ACORIZAL;MT;27854693137;44921534253920;True;True
CRYSTAL wilson;72;ABAETETUBA;PA;24161885695;67711771262600;True;True
KAREN gilbert;83;GUABRANCA;PB;90575186518;01235411657934;True;True
CAROL lynch;59;ABREUELIMA;PE;62426008202;60814492517124;True;True
KAREN nguyen;90;ACAU;PI;48234030965;92208792900952;True;True
JULIE davis;33;ABATI;PR;06557675095;26376842427008;True;True
SHERRY carlson;74;ANGRADOSREIS;RJ;21578347459;53807084997378;True;True
KELLY garcia;41;ACARI;RN;59067170305;77537714928918;True;True
DAWN west;38;ALTAFLORESTADOESTE;RO;33296731091;57186632249476;True;True
ANGELA frost;58;AMAJARI;RR;47681368698;83199053405941;True;True
LATASHA turner;20;ACEGU;RS;39804171074;09931611227505;True;True
MONICA reyes;49;ABDONBATISTA;SC;03726361448;71897285075757;True;True
KRISTIN mullins;48;AMPARODESOFRANCISCO;SE;08906131097;85365862919425;True;True
ALICIA flores;82;ADAMANTINA;SP;56938781800;42088574157517;True;True
LAURA davis;84;ABREULNDIA;TO;05884306768;98498437288103;True;True
KELLY hill;90;ACRELNDIA;AC;77832654058;24301641631640;True;True
LESLIE matthews;85;GUABRANCA;AL;72754339744;24602978940054;True;True
TAMARA hodges;80;ALVARES;AM;87413320169;15964898411900;True;True
MEAGAN hancock;54;SERRADONAVIO;AP;47137355820;42349860704239;True;True
MONICA chambers;78;ABARA;BA;93868324615;38138102724491;True;True
CHRISTINE black;36;ABAIARA;CE;02963473370;66416578532656;True;True
AMY hayes;19;Braslia;DF;68904921104;73326936231239;True;True
KAITLIN barron;61;AFONSOCLUDIO;ES;31728044456;90253729167105;True;True
BRENDA robles;19;ABADIADEGOIS;GO;56073110316;77474252871218;True;True
JANE mora;33;AAILNDIA;MA;54745559380;21626906745515;True;True
ALEXANDRA gonzales;48;ABADIADOSDOURADOS;MG;51881688470;14686641469294;True;True
KIMBERLY martin;32;GUACLARA;MS;17808852295;80208111987304;True;True
TERESA english;85;ACORIZAL;MT;10194378985;41456784772112;True;True
ANNE moore;46;ABAETETUBA;PA;71644150212;81079774983686;True;True
DESTINY santos;63;GUABRANCA;PB;74478352348;11675926473425;True;True
KAREN buckley;67;ABREUELIMA;PE;00610413511;76702256407644;True;True
NANCY martinez;47;ACAU;PI;32121694943;29679209878097;True;True
KATHERINE hubbard;21;ABATI;PR;75165369544;33208102968614;True;True
CRYSTAL ellis;82;ANGRADOSREIS;RJ;11939380740;29932607808024;True;True
MEGAN guzman;88;ACARI;RN;80136103812;29957489724506;True;True
BRENDA wright;69;ALTAFLORESTADOESTE;RO;42582501808;25552656902184;True;True
ASHLEY martin;60;AMAJARI;RR;63296234659;98094411969970;True;True
MARGARET thomas;68;ACEGU;RS;85418712829;35431535796940;True;True
CINDY henderson;42;ABDONBATISTA;SC;29800321900;70394688023168;True;True
VALERIE moran;85;AMPARODESOFRANCISCO;SE;45864217387;15383057871900;True;True
BRENDA fitzpatrick;50;ADAMANTINA;SP;24807574477;29427197443546;True;True
SANDRA torres;80;ABREULNDIA;TO;68598747084;64404619034987;True;True
KIMBERLY foster;72;ACRELNDIA;AC;43302729383;84687685241205;True;True
REBECCA clark;52;GUABRANCA;AL;37935821674;19944941024639;True;True
KIMBERLY cantu;32;ALVARES;AM;01740939344;54133987774163;True;True
BRITTANY bailey;74;SERRADONAVIO;AP;66457111076;11977275000449;True;True
SANDRA curry;89;ABARA;BA;28102342480;25497200028213;True;True
STACEY harris;64;ABAIARA;CE;20729028780;30476742023604;True;True
ELIZABETH cooper;40;Braslia;DF;61894837207;14491805318360;True;True
ELIZABETH franklin;78;AFONSOCLUDIO;ES;69168622627;34505016842292;True;True
ELIZABETH taylor;26;ABADIADEGOIS;GO;95659182470;23452506604156;True;True
TANYA gray;69;AAILNDIA;MA;62398991431;50587304437000;True;True
NICOLE smith;26;ABADIADOSDOURADOS;MG;16075548360;87554060240798;True;True
CHRISTINA brandt;33;GUACLARA;MS;18051736850;53177226582233;True;True
JORDAN smith;44;ACORIZAL;MT;11153262959;70212043018830;True;True
STACEY williams;71;ABAETETUBA;PA;18306432908;49418600971339;True;True
SUZANNE donaldson;52;GUABRANCA;PB;12595221302;02309264833019;True;True
LESLIE durham;51;ABREUELIMA;PE;08527960648;89989813999345;True;True
KATIE ballard;62;ACAU;PI;63707735141;17120527203932;True;True
MARIAH holmes;71;ABATI;PR;81303446960;71937592381327;True;True
LORRAINE bell;89;ANGRADOSREIS;RJ;32288567040;22756437359042;True;True
ALICIA thompson;29;ACARI;RN;21005244375;49607472430370;True;True
MICHELLE hardin;21;ALTAFLORESTADOESTE;RO;75132534392;09588263588607;True;True
LINDA joseph;37;AMAJARI;RR;86330870225;60811696925730;True;True
TERESA frye;48;ACEGU;RS;39969635646;31979575211840;True;True
ELIZABETH thompson;48;ABDONBATISTA;SC;21460635302;17172728080881;True;True
EBONY johns;50;AMPARODESOFRANCISCO;SE;21237641918;86030014024439;True;True
NATALIE hall;27;ADAMANTINA;SP;89795424610;84419553489903;True;True
LISA oliver;31;ABREULNDIA;TO;86742629452;08801758675928;True;True
ANGELICA aguilar;20;ACRELNDIA;AC;52686734086;06981722294553;True;True
ANNA smith;28;GUABRANCA;AL;20973251905;02870961381631;True;True
MARY howard;33;ALVARES;AM;24712530596;79787815513179;True;True
RAVEN pugh;47;SERRADONAVIO;AP;95051263798;90241618565311;True;True
LISA tate;46;ABARA;BA;76713724981;78108914056708;True;True
CAROLYN dudley;73;ABAIARA;CE;66059034551;14290353204344;True;True
CHRISTINA stephens;52;Braslia;DF;08455903597;74321220620453;True;True
GINA kelley;18;AFONSOCLUDIO;ES;30312954395;80773445438564;True;True
ERICA schmidt;78;ABADIADEGOIS;GO;71571065318;92918190724309;True;True
MICHELLE smith;45;AAILNDIA;MA;14102537244;52445377152411;True;True
HEATHER frey;57;ABADIADOSDOURADOS;MG;75461763367;15354791027082;True;True
AMANDA watts;87;GUACLARA;MS;71365349179;21990125079262;True;True
LAURA arroyo;42;ACORIZAL;MT;12217495100;78335060995502;True;True
DANA reyes;58;ABAETETUBA;PA;44426483522;92525241012502;True;True
MARY lloyd;42;GUABRANCA;PB;22907878689;30504883752776;True;True
SUSAN johnson;74;ABREUELIMA;PE;14879436526;91014140667195;True;True
BRITTANY key;64;ACAU;PI;02175231453;22175496448631;True;True
CYNTHIA brown;47;ABATI;PR;40776981544;17817359542717;True;True
BRENDA bowers;73;ANGRADOSREIS;RJ;90355540436;92441583167823;True;True
ASHLEY kramer;42;ACARI;RN;85935749122;93563249218060;True;True
SARAH lewis;19;ALTAFLORESTADOESTE;RO;86959206820;52103910986058;True;True
SHIRLEY turner;35;AMAJARI;RR;91704099609;34314315490700;True;True
STEPHANIE tyler;71;ACEGU;RS;81555323561;01506646850675;True;True
MELISSA ramirez;56;ABDONBATISTA;SC;67147828100;68125191834338;True;True
SAMANTHA walker;60;AMPARODESOFRANCISCO;SE;84453493843;82314850189221;True;True
JENNIFER castillo;63;ADAMANTINA;SP;39696699018;03285573474409;True;True
MARY orozco;33;ABREULNDIA;TO;90806098546;07835046282132;True;True
MARGARET romero;26;ACRELNDIA;AC;25546970863;19393843732817;True;True
ALEXANDRA scott;51;GUABRANCA;AL;91624167233;61882917558047;True;True
CHRISTINA hensley;70;ALVARES;AM;00459914480;00611896654501;True;True
JACQUELINE brown;67;SERRADONAVIO;AP;41735786446;37813698321728;True;True
ASHLEY flores;26;ABARA;BA;97484743216;92576313422790;True;True
HANNAH howard;40;ABAIARA;CE;45696052738;64892934978265;True;True
BETH wagner;75;Braslia;DF;69829994597;57749321928960;True;True
KIMBERLY rivera;89;AFONSOCLUDIO;ES;24667684887;13257299919380;True;True
KAYLA david;59;ABADIADEGOIS;GO;72460941994;26881526295243;True;True
JAMIE jones;67;AAILNDIA;MA;30282216910;36092421677897;True;True
WANDA bishop;44;ABADIADOSDOURADOS;MG;16136434547;81006844722953;True;True
KATHRYN ortiz;70;GUACLARA;MS;40943501792;27126332586194;True;True
HEATHER moore;19;ACORIZAL;MT;06965026740;80416352238818;True;True
LYNN todd;23;ABAETETUBA;PA;77848729508;27997526689304;True;True
JANET green;33;GUABRANCA;PB;22054102377;28099855770084;True;True
LINDA bright;86;ABREUELIMA;PE;25210831191;57126765914728;True;True
CHEYENNE roberts;37;ACAU;PI;42496217749;17213799620073;True;True
JANET walter;27;ABATI;PR;99409053439;98327497281142;True;True
KRISTIN campbell;20;ANGRADOSREIS;RJ;07692467293;35659862812231;True;True
HEATHER davenport;80;ACARI;RN;13185761804;04832851389504;True;True
VICTORIA olson;41;ALTAFLORESTADOESTE;RO;48501486116;53987912978505;True;True
JENNA hogan;76;AMAJARI;RR;45882525853;39936028025165;True;True
ALISON griffin;36;ACEGU;RS;90529254964;94572388601738;True;True
CINDY alvarado;86;ABDONBATISTA;SC;35867727424;48908809956785;True;True
LISA carlson;79;AMPARODESOFRANCISCO;SE;16067422565;01187148390266;True;True
LESLIE miller;65;ADAMANTINA;SP;33623018350;24346926811922;True;True
MORGAN hancock;88;ABREULNDIA;TO;97681115005;15413432586546;True;True
KELLY mills;39;ACRELNDIA;AC;62357396059;45043188940803;True;True
LESLIE austin;47;GUABRANCA;AL;67286141767;68599637441470;True;True
KATIE shepard;43;ALVARES;AM;32680174445;17880027541381;True;True
KATHERINE harmon;58;SERRADONAVIO;AP;90689498535;40842056073849;True;True
CHELSEA williams;86;ABARA;BA;74481549238;88712828316501;True;True
CYNTHIA gibbs;23;ABAIARA;CE;41047075113;76137851928064;True;True
ERIN smith;69;Braslia;DF;64043278640;50804021672748;True;True
LORI reynolds;61;AFONSOCLUDIO;ES;19076499802;53762777717887;True;True
MEREDITH romero;70;ABADIADEGOIS;GO;24101321973;39808626525399;True;True
ASHLEY martin;80;AAILNDIA;MA;91048775518;00966997484071;True;True
COURTNEY owens;83;ABADIADOSDOURADOS;MG;69193745958;17916312603270;True;True
ROBIN mathews;73;GUACLARA;MS;47208589100;66324192849570;True;True
DESIREE phillips;30;ACORIZAL;MT;01972221370;24796975953834;True;True
HALEY powell;87;ABAETETUBA;PA;34350051732;34549017800820;True;True
CHRISTINE cruz;53;GUABRANCA;PB;70581557476;47279363208406;True;True
SARA lawson;61;ABREUELIMA;PE;71596400633;08209612718476;True;True
ERICA fry;53;ACAU;PI;95747630300;77418822051379;True;True
BRENDA stone;77;ABATI;PR;29209155688;73123246940925;True;True
JESSICA barton;84;ANGRADOSREIS;RJ;79387260445;60466639985829;True;True
CHRISTY white;62;ACARI;RN;12476333654;53015856779935;True;True
MELINDA mayo;51;ALTAFLORESTADOESTE;RO;71746726202;74401551950452;True;True
AMANDA ramirez;90;AMAJARI;RR;90152897194;83534692373100;True;True
SARAH rojas;27;ACEGU;RS;94621795651;81573170503150;True;True
BRENDA baldwin;64;ABDONBATISTA;SC;63252642158;37114695342370;True;True
KRISTEN fowler;44;AMPARODESOFRANCISCO;SE;45499139598;07430751557787;True;True
MICHELLE whitaker;88;ADAMANTINA;SP;36018093111;12833938334975;True;True
LORI frost;66;ABREULNDIA;TO;37263474700;78837115767520;True;True
LISA vaughn;34;ACRELNDIA;AC;40291681913;36106758772396;True;True
DOMINIQUE watkins;21;GUABRANCA;AL;81763365808;51847509108496;True;True
SAMANTHA flores;25;ALVARES;AM;46468360765;49227436346593;True;True
DIANE johnson;30;SERRADONAVIO;AP;34756283098;05885682805855;True;True
APRIL sullivan;55;ABARA;BA;52146626453;61671330873105;True;True
ASHLEY duran;71;ABAIARA;CE;60724788328;09866216493466;True;True
DESTINY sharp;27;Braslia;DF;84827365741;09040571874019;True;True
SANDRA howard;81;AFONSOCLUDIO;ES;41796680842;48761161817724;True;True
JENNIFER duffy;18;ABADIADEGOIS;GO;35514765865;09276151349110;True;True
MARY dixon;32;AAILNDIA;MA;34531574192;00810108255059;True;True
CAROLINE wilson;85;ABADIADOSDOURADOS;MG;37404028906;03240161783404;True;True
LISA weeks;47;GUACLARA;MS;87208739641;12066229055000;True;True
TAYLOR white;43;ACORIZAL;MT;27826663202;57807166523150;True;True
STEPHANIE russo;43;ABAETETUBA;PA;03703140500;62444351297990;True;True
SARAH duncan;53;GUABRANCA;PB;63036597999;59268596859671;True;True
BRITTANY bailey;19;ABREUELIMA;PE;37330627364;72615002832258;True;True
COURTNEY barnett;53;ACAU;PI;01699971382;91631297755107;True;True
TERESA keller;73;ABATI;PR;22356488197;43793266914780;True;True
JULIA gonzalez;25;ANGRADOSREIS;RJ;86565634599;96034574287939;True;True
OLIVIA reyes;89;ACARI;RN;92758663503;89628407303581;True;True
KRISTEN smith;73;ALTAFLORESTADOESTE;RO;27976190210;29416380021633;True;True
CHRISTINA williams;36;AMAJARI;RR;53614944700;89096756639247;True;True
MARIA thornton;50;ACEGU;RS;48721832820;88212232456808;True;True
KIMBERLY harris;73;ABDONBATISTA;SC;68102917849;24652374557405;True;True
BRIANA king;39;AMPARODESOFRANCISCO;SE;21216588589;95578892711996;True;True
JULIE quinn;67;ADAMANTINA;SP;48235866382;37849335365014;True;True
KATHLEEN williams;82;ABREULNDIA;TO;22057218449;54487040141204;True;True
CANDICE gray;22;ACRELNDIA;AC;75761382113;43552577968687;True;True
EMILY davis;19;GUABRANCA;AL;40667104500;84480422362940;True;True
ANNETTE thompson;87;ALVARES;AM;75017095306;28356571965110;True;True
MELANIE mack;62;SERRADONAVIO;AP;21926565800;07875002751063;True;True
KIM anderson;31;ABARA;BA;90596588500;44848285356459;True;True
CRYSTAL donaldson;65;ABAIARA;CE;31326645293;26622972350196;True;True
SAMANTHA tran;20;Braslia;DF;26621533349;72914505640589;True;True
CINDY maynard;67;AFONSOCLUDIO;ES;09613073663;29984970268048;True;True
ANDREA lang;40;ABADIADEGOIS;GO;18277049935;02931255601792;True;True
JULIE hernandez;65;AAILNDIA;MA;50183896211;87756350274619;True;True
MICHELLE tanner;84;ABADIADOSDOURADOS;MG;15446530772;54506764733171;True;True
DANIELLE kline;56;GUACLARA;MS;59599644301;23059375035937;True;True
PAIGE nelson;60;ACORIZAL;MT;17096165479;69422347642740;True;True
JO mann;19;ABAETETUBA;PA;58445488090;22724811463437;True;True
TRACY daniels;87;GUABRANCA;PB;59067318817;16541353220252;True;True
JADE schmitt;58;ABREUELIMA;PE;69498255288;90450137243467;True;True
SANDRA hill;76;ACAU;PI;46711574893;96018407589828;True;True
LINDA schwartz;58;ABATI;PR;99150108778;37855680262253;True;True
STEPHANIE ellis;44;ANGRADOSREIS;RJ;49689174657;56762933367201;True;True
JENNIFER kemp;30;ACARI;RN;80206369352;96884173751402;True;True
ALICIA peterson;21;ALTAFLORESTADOESTE;RO;64816273620;78812418560145;True;True
CAITLIN white;77;AMAJARI;RR;92979381837;19766230959904;True;True
DOMINIQUE castro;20;ACEGU;RS;01069939765;54052317241050;True;True
SHELBY york;54;ABDONBATISTA;SC;16080288362;97630941374229;True;True
KRISTEN shepherd;39;AMPARODESOFRANCISCO;SE;46302523710;03423470885751;True;True
JESSICA anderson;38;ADAMANTINA;SP;82724369572;92093373989476;True;True
LINDA phelps;52;ABREULNDIA;TO;46748868483;30947874321422;True;True
RENEE roberts;90;ACRELNDIA;AC;16835540869;33003703283833;True;True
TAMMY gonzalez;74;GUABRANCA;AL;41590050479;94595599992299;True;True
JESSICA jones;51;ALVARES;AM;61615894195;04335141238104;True;True
TAMARA stewart;89;SERRADONAVIO;AP;51858491428;52491327381747;True;True
JENNIFER romero;82;ABARA;BA;66622256063;14997171221237;True;True
TINA collier;76;ABAIARA;CE;21957824638;24850459060552;True;True
ANGELA manning;61;Braslia;DF;73030380009;50078742835528;True;True
STACY larson;62;AFONSOCLUDIO;ES;78532208711;23956086561152;True;True
SARAH camacho;59;ABADIADEGOIS;GO;81041202989;84274716911447;True;True
SHERI romero;55;AAILNDIA;MA;05989652380;44292524464590;True;True
MICHELLE walker;59;ABADIADOSDOURADOS;MG;31125821361;11872330189962;True;True
SHERYL brewer;70;GUACLARA;MS;10731636104;34959698965399;True;True
LISA mendez;31;ACORIZAL;MT;23871928500;97421867400681;True;True
PRISCILLA gross;29;ABAETETUBA;PA;57868374756;87145824080220;True;True
RACHEL mcconnell;80;GUABRANCA;PB;20837593468;71776730375104;True;True
MELISSA welch;41;ABREUELIMA;PE;16246503411;33219590367661;True;True
TAYLOR newton;34;ACAU;PI;68377311062;08753373656555;True;True
ALLISON gibson;53;ABATI;PR;22615183907;29925421718480;True;True
TRACI jackson;43;ANGRADOSREIS;RJ;58734046909;20726843241460;True;True
REGINA robinson;72;ACARI;RN;43662448530;24323186757009;True;True
KATHLEEN wilson;32;ALTAFLORESTADOESTE;RO;33162403650;89096652377017;True;True
STEPHANIE faulkner;83;AMAJARI;RR;05534428643;44291427895720;True;True
AMBER snyder;50;ACEGU;RS;51163505331;10620668664514;True;True
NICOLE long;21;ABDONBATISTA;SC;10917653670;30204776400109;True;True
SANDRA williams;66;AMPARODESOFRANCISCO;SE;24981538880;82046403889800;True;True
TIFFANY braun;82;ADAMANTINA;SP;57696949551;93955661836110;True;True
